Wavelength;ref
1974;0.449446559
1975;0.44971031
1976;0.449828476
1977;0.449895829
1978;0.45002237
1979;0.450070322
1980;0.450236201
1981;0.450396806
1982;0.4506284
1983;0.450814933
1984;0.450968891
1985;0.451115608
1986;0.451187968
1987;0.451484859
1988;0.451762468
1989;0.452015936
1990;0.452302635
1991;0.452506065
1992;0.452697247
1993;0.452997833
1994;0.453266472
1995;0.453568846
1996;0.453875244
1997;0.454140157
1998;0.454451501
1999;0.454780966
2000;0.455217808
2001;0.455622643
2002;0.456076026
2003;0.456634283
2004;0.457081974
2005;0.457427412
2006;0.457762837
2007;0.458191574
2008;0.458624393
2009;0.459097862
2010;0.459640801
2011;0.460202783
2012;0.460764736
2013;0.461351752
2014;0.461997509
2015;0.462723464
2016;0.463377446
2017;0.463879138
2018;0.464397311
2019;0.464998186
2020;0.465637922
2021;0.466327727
2022;0.467031449
2023;0.467795283
2024;0.468568504
2025;0.46940577
2026;0.470155507
2027;0.47090432
2028;0.471579075
2029;0.472287059
2030;0.473015636
2031;0.473628879
2032;0.474278986
2033;0.474900037
2034;0.475431383
2035;0.47600624
2036;0.476736546
2037;0.477247328
2038;0.477569729
2039;0.477973223
2040;0.47839886
2041;0.478701532
2042;0.478912026
2043;0.4792099
2044;0.479441196
2045;0.479549617
2046;0.479750782
2047;0.479965806
2048;0.480142355
2049;0.480279237
2050;0.480451912
2051;0.480618149
2052;0.480786443
2053;0.48099342
2054;0.481115311
2055;0.481202334
2056;0.481304914
2057;0.481407851
2058;0.481419295
2059;0.481391191
2060;0.481393278
2061;0.481431454
2062;0.481474459
2063;0.481539905
2064;0.481556118
2065;0.481526047
2066;0.481421709
2067;0.481277436
2068;0.481093645
2069;0.480898082
2070;0.480667442
2071;0.480371892
2072;0.480032474
2073;0.479695082
2074;0.47924611
2075;0.478789687
2076;0.478463858
2077;0.478176862
2078;0.477964699
2079;0.477822602
2080;0.477678508
2081;0.477568358
2082;0.477459699
2083;0.477369934
2084;0.477309436
2085;0.477262437
2086;0.477225929
2087;0.47730118
2088;0.477221906
2089;0.477031291
2090;0.476897329
2091;0.476746649
2092;0.476627231
2093;0.476673722
2094;0.476655215
2095;0.476483583
2096;0.476336956
2097;0.476171643
2098;0.475934476
2099;0.475733101
2100;0.475578308
2101;0.475348592
2102;0.475117862
2103;0.47479248
2104;0.474389344
2105;0.473985404
2106;0.47349292
2107;0.472988367
2108;0.4726336
2109;0.472280085
2110;0.471892923
2111;0.471512467
2112;0.47111848
2113;0.470752954
2114;0.470407784
2115;0.470176131
2116;0.469808668
2117;0.469309002
2118;0.468958795
2119;0.468662679
2120;0.468336672
2121;0.468045443
2122;0.467787176
2123;0.467600316
2124;0.467258573
2125;0.466873646
2126;0.466486394
2127;0.466099769
2128;0.465685993
2129;0.465295017
2130;0.465013146
2131;0.464633644
2132;0.464132756
2133;0.463751405
2134;0.463456154
2135;0.463148981
2136;0.462898701
2137;0.46257481
2138;0.462226719
2139;0.461878568
2140;0.461512536
2141;0.461098135
2142;0.460681111
2143;0.460236967
2144;0.459746659
2145;0.45923996
2146;0.458636492
2147;0.458022296
2148;0.45736146
2149;0.456648409
2150;0.456012845
2151;0.455309421
2152;0.454563826
2153;0.453743428
2154;0.452975869
2155;0.452196121
2156;0.451407582
2157;0.450682729
2158;0.449847788
2159;0.448875308
2160;0.448013067
2161;0.447134316
2162;0.446299285
2163;0.4455733
2164;0.444802254
2165;0.443823189
2166;0.442919791
2167;0.442121953
2168;0.441375911
2169;0.440758169
2170;0.44010368
2171;0.439352125
2172;0.438518822
2173;0.437672526
2174;0.436760306
2175;0.436006755
2176;0.435268074
2177;0.434554189
2178;0.434007168
2179;0.433285713
2180;0.432424307
2181;0.431670964
2182;0.430951774
2183;0.430227309
2184;0.429590195
2185;0.428789318
2186;0.427800924
2187;0.426964492
2188;0.426236063
2189;0.425418735
2190;0.424642265
2191;0.423766166
2192;0.422648966
2193;0.421639502
2194;0.420806468
2195;0.419877231
2196;0.418974578
2197;0.418185323
2198;0.417227328
2199;0.416142523
2200;0.415117085
2201;0.414030999
2202;0.412926614
2203;0.411849529
2204;0.410767049
2205;0.409524947
2206;0.408515543
2207;0.407636642
2208;0.406793058
2209;0.406011611
2210;0.405394822
2211;0.404844344
2212;0.404503524
2213;0.404201955
2214;0.403865695
2215;0.40352124
2216;0.403060973
2217;0.402527601
2218;0.402085692
2219;0.401657283
2220;0.400976807
2221;0.400127351
2222;0.399336338
2223;0.398328662
2224;0.397054523
2225;0.395775706
2226;0.394411147
2227;0.392977268
2228;0.391384721
2229;0.389894068
2230;0.388452053
2231;0.386891425
2232;0.385311753
2233;0.383671194
2234;0.381867021
2235;0.38014406
2236;0.378478914
2237;0.376716822
2238;0.374895036
2239;0.373117983
2240;0.371269345
2241;0.36952877
2242;0.367827028
2243;0.365992457
2244;0.364257395
2245;0.362636894
2246;0.361168563
2247;0.360178262
2248;0.359363228
2249;0.358463496
2250;0.357852519
2251;0.357402444
2252;0.356969446
2253;0.356712013
2254;0.35646528
2255;0.356215715
2256;0.356053859
2257;0.356085956
2258;0.355932146
2259;0.355777383
2260;0.35553205
2261;0.355195254
2262;0.354751348
2263;0.354242474
2264;0.353673697
2265;0.353026122
2266;0.352260888
2267;0.351385742
2268;0.350464046
2269;0.349400312
2270;0.348358333
2271;0.347382754
2272;0.346225053
2273;0.344902605
2274;0.343530893
2275;0.342001379
2276;0.340480953
2277;0.338985711
2278;0.337335646
2279;0.335581601
2280;0.333659232
2281;0.331483573
2282;0.329228252
2283;0.326833516
2284;0.324233294
2285;0.321593046
2286;0.318800122
2287;0.316097796
2288;0.313573301
2289;0.311089784
2290;0.308913976
2291;0.307069838
2292;0.305413991
2293;0.304075956
2294;0.303236902
2295;0.302431434
2296;0.301890075
2297;0.30124554
2298;0.300882071
2299;0.300190806
2300;0.29940325
2301;0.298435539
2302;0.297269434
2303;0.295997769
2304;0.294664294
2305;0.293000668
2306;0.291060954
2307;0.289028227
2308;0.286402524
2309;0.284302294
2310;0.282127917
2311;0.280626178
2312;0.279549539
2313;0.278860629
2314;0.27873081
2315;0.278858632
2316;0.279234827
2317;0.28019315
2318;0.281662911
2319;0.283220798
2320;0.285066217
2321;0.287011743
2322;0.288914382
2323;0.290678293
2324;0.292502671
2325;0.294485211
2326;0.296254307
2327;0.298072845
2328;0.300217807
2329;0.302292466
2330;0.304347515
2331;0.306457251
2332;0.308303386
2333;0.309885561
2334;0.311334968
2335;0.312680691
2336;0.313892484
2337;0.315071434
2338;0.316236585
2339;0.317046762
2340;0.317532897
2341;0.317976415
2342;0.318500012
2343;0.319204658
2344;0.320026129
2345;0.320623159
2346;0.320708424
2347;0.320767432
2348;0.32077688
2349;0.320492357
2350;0.320440322
2351;0.320521802
2352;0.320398122
2353;0.320275962
2354;0.320236951
2355;0.320027322
2356;0.320008248
2357;0.320268393
2358;0.320179552
2359;0.319974661
2360;0.319837898
2361;0.319542259
2362;0.319341898
2363;0.319265932
2364;0.319078863
2365;0.318804324
2366;0.318517178
2367;0.318288475
2368;0.317879945
2369;0.317492425
2370;0.316773742
2371;0.315622747
2372;0.314757615
2373;0.313880473
2374;0.312939614
2375;0.312139779
2376;0.311158925
2377;0.309863418
2378;0.308767855
2379;0.307795167
2380;0.306732833
2381;0.305619359
2382;0.304583311
2383;0.303428322
2384;0.302558869
2385;0.301969141
2386;0.301282078
2387;0.300730288
2388;0.300121307
2389;0.299325645
2390;0.298769325
2391;0.298060536
2392;0.298133522
2393;0.298826426
2394;0.299449861
2395;0.300787956
2396;0.301476151
2397;0.301475823
2398;0.302330077
2399;0.303585708
2400;0.304623514
2401;0.306167364
2402;0.307291418
2403;0.307854623
2404;0.308698565
2405;0.30989638
2406;0.310656846
2407;0.311092198
2408;0.311672449
2409;0.312061369
2410;0.312521905
2411;0.313192189
2412;0.313609451
2413;0.313798487
2414;0.314098209
2415;0.31439364
2416;0.314552754
2417;0.314943612
2418;0.31475994
2419;0.313919544
2420;0.313592464
2421;0.313008666
2422;0.312820345
2423;0.313365132
2424;0.313240945
2425;0.31295532
2426;0.312557131
2427;0.311793566
2428;0.311120838
2429;0.310200423
2430;0.309873551
2431;0.309737355
2432;0.309701025
2433;0.310447663
2434;0.310230732
2435;0.30935201
2436;0.30905506
2437;0.308597744
2438;0.308297902
2439;0.308620155
2440;0.308215708
2441;0.307347536
2442;0.306593359
2443;0.305567145
2444;0.304847211
2445;0.304066777
2446;0.30373764
2447;0.303722501
2448;0.303755701
2449;0.30438453
2450;0.303948611
2451;0.303184748
2452;0.302347451
2453;0.300711453
2454;0.299889028
2455;0.299230516
2456;0.298645526
2457;0.298499286
2458;0.298328966
2459;0.297633529
2460;0.297033757
2461;0.296651781
2462;0.295457929
2463;0.294593364
2464;0.294490814
2465;0.2942864
2466;0.29553777
2467;0.295718521
2468;0.294448525
2469;0.293986648
2470;0.293711066
2471;0.293189704
2472;0.292885453
2473;0.292656779
2474;0.29183805
2475;0.291650772
2476;0.292532027
2477;0.292673141
2478;0.292606592
2479;0.292540282
2480;0.291854531
2481;0.291716486
2482;0.292218715
2483;0.292172372
2484;0.292028993
2485;0.291835397
2486;0.29121539
2487;0.290828735
2488;0.290542245
2489;0.290374309
2490;0.290222526
2491;0.290190578
2492;0.290698886
2493;0.29041782
2494;0.289516121
2495;0.289299875
2496;0.288681418
2497;0.28894186
2498;0.290633589
2499;0.290670246
2500;0.290278912
